"","treatment","inoculum","Sample Id","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...54","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...119","Background","GrpName...121","Root","GrpName...123","NotUsed"
"30","BV+F35","AB21","Plant2_AB21_BV+F35",2,"Davide","19/10/2023 17:58:49","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.000931,1115.6019,0,42.889,0,134.7398,0,0.3844,0,1198283.4748,0,1.295,0,0,4290,6195,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1115.1048,905.7663,145.5989,42.4274,10.3001,2.8149,4.3334,1.1497,0.4886,0.6773,1.5482,121.0533,56.8388,32.0335,15.7022,5.5503,2.0248,3.6624,1.1808,0.546,0.9357,2.5789,38.5325,18.0924,10.1966,4.9982,1.7667,0.6445,1.1658,0.3759,0.1738,0.2978,0.8209,2.6456,0.3849,0.5853,0.4681,0.2399,0.1165,0.2471,0.0966,0.0484,0.1029,0.356,4239,38,9,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"31","BV+F35","AB21","Plant3_AB21_BV+F35",3,"Davide","19/10/2023 18:07:14","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,1985.8201,0,71.5095,0,224.6537,0,0.3601,0,2132996.8698,0,2.022,0,0,8327,11528,1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1985.1577,1632.4255,256.6721,56.8035,20.2424,9.074,5.7124,1.6412,1.1054,0.6141,0.8672,200.5636,98.3826,53.357,21.4087,11.1656,6.2971,4.8412,1.64,1.2837,0.8284,1.3592,63.8414,31.3161,16.9841,6.8146,3.5541,2.0044,1.541,0.522,0.4086,0.2637,0.4327,3.9094,0.6644,0.9157,0.6502,0.4931,0.3494,0.3275,0.1306,0.1187,0.089,0.1709,8268,47,7,3,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"32","BV+F35","AB21","Plant4_AB21_BV+F35",4,"Davide","19/10/2023 18:22:50","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-147","Smooth Off Area Off LWRatio Off","Off",0.000931,1847.662,0,58.155,0,182.6992,0,0.3147,0,1984599.3337,0,1.438,0,0,8633,10942,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1847.0025,1601.8795,179.5427,46.9509,10.8179,3.5892,1.0237,0.8521,0.2165,0,2.13,162.9553,91.2684,38.5832,17.9013,5.8517,2.4856,0.8651,0.8499,0.2488,0,4.9012,51.8703,29.0516,12.2814,5.6982,1.8627,0.7912,0.2754,0.2705,0.0792,0,1.5601,3.1645,0.5812,0.6866,0.5497,0.2539,0.1376,0.0583,0.0676,0.0227,0,0.8069,8572,53,5,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"33","BV+F35","AB21","Plant5_AB21_BV+F35",5,"Davide","19/10/2023 18:31:21","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.000931,1313.7641,0,45.9883,0,144.4765,0,0.35,0,1411132.2625,0,1.264,0,0,5312,6650,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1313.2983,1094.135,155.1004,34.7969,15.8024,4.8839,2.1762,1.4848,3.0055,1.7334,0.1799,131.4938,64.2345,32.7842,13.0143,8.5199,3.5102,1.8194,1.5047,3.4771,2.2762,0.3534,41.8558,20.4465,10.4355,4.1426,2.712,1.1173,0.5791,0.479,1.1068,0.7245,0.1125,2.8032,0.4152,0.5704,0.3922,0.3675,0.2015,0.1214,0.1216,0.3206,0.238,0.0549,5256,44,6,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"34","BV+F35","NI","Plant1_NI_BV+F35_Part1",1,"Davide","1696951928","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.000931,2186.3807,0,84.248,0,264.673,0,0.3853,0,2348421.7851,0,2.55,0,0,11113,23476,3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2184.9981,1752.4496,262.0214,103.7005,38.849,13.6277,6.5898,2.1587,1.0701,1.15,3.3814,234.797,89.1269,58.9493,39.858,21.1484,9.4263,5.4947,2.2115,1.2263,1.5119,5.8438,74.7382,28.37,18.7641,12.6872,6.7317,3.0005,1.749,0.7039,0.3903,0.4813,1.8601,5.9427,0.5417,1.0947,1.2352,0.9234,0.521,0.3655,0.1806,0.1119,0.1584,0.8104,11029,59,17,4,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"35","BV+F35","NI","Plant1_NI_BV+F35_Part2",1,"Davide","1696952504","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.000931,2072.5961,0,71.2875,0,223.9564,0,0.344,0,2226204.2347,0,1.926,0,0,10256,19165,2456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2071.4461,1749.468,220.6656,61.3087,19.7991,6.4067,3.329,2.6258,2.2087,1.3747,4.2599,196.7597,92.5662,47.5814,23.0544,10.4943,4.4577,2.8479,2.6679,2.5662,1.8216,8.702,62.6306,29.4647,15.1456,7.3384,3.3404,1.4189,0.9065,0.8492,0.8168,0.5798,2.7699,5.2236,0.5684,0.8476,0.6985,0.4456,0.2479,0.1945,0.216,0.2375,0.1923,1.5753,10187,59,8,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"36","BV+F35","NI","Plant2_NI_BV+F35_Part1",2,"Davide","1696953031","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-155","Smooth Off Area Off LWRatio Off","Off",0.000931,2304.138,0,73.3313,0,230.377,0,0.3183,0,2474906.5981,0,1.833,0,0,11875,21193,2888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2302.7005,1947.5292,236.7184,82.3326,21.3266,7.2495,2.7976,0.8919,0.194,0.883,2.7779,204.4598,93.5417,54.0485,30.7737,11.6074,5.0553,2.3253,0.8572,0.2034,1.1862,4.8611,65.0816,29.7752,17.2042,9.7956,3.6948,1.6092,0.7402,0.2729,0.0648,0.3776,1.5473,4.3219,0.5397,1.0229,0.926,0.5065,0.2817,0.1543,0.0655,0.0168,0.1269,0.6817,11817,43,11,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"37","BV+F35","NI","Plant2_NI_BV+F35_Part2",2,"Davide","1696953642","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-155","Smooth Off Area Off LWRatio Off","Off",0.000931,1183.6334,0,39.8007,0,125.0375,0,0.3363,0,1271356.9921,0,1.051,0,0,6049,8780,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1183.2099,993.3558,127.7005,43.4284,12.6874,1.5437,0.6982,1.5298,1.1469,0.1658,0.9534,110.425,52.8216,28.0478,16.5128,6.7235,1.0679,0.6041,1.5574,1.3181,0.2004,1.5713,35.1494,16.8136,8.9279,5.2562,2.1402,0.3399,0.1923,0.4957,0.4196,0.0638,0.5002,2.2004,0.3266,0.5091,0.5055,0.2854,0.059,0.0417,0.1264,0.1207,0.019,0.207,6013,27,4,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"38","BV+F35","NI","Plant3_NI_BV+F35_Part1",3,"Davide","1696954028","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.000931,2547.8424,0,87.2378,0,274.0657,0,0.3424,0,2736672.8013,0,2.346,0,0,14199,23830,3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2546.0722,2100.5047,299.5302,103.6201,20.6031,9.066,5.4163,2.1418,1.2861,1.3797,2.5242,242.3328,104.2235,66.5441,39.1233,11.0017,6.2568,4.627,2.1781,1.4999,1.8396,5.0387,77.1369,33.1754,21.1816,12.4533,3.502,1.9916,1.4728,0.6933,0.4774,0.5856,1.6039,5.5065,0.615,1.2222,1.1891,0.4704,0.3449,0.3154,0.1767,0.1394,0.1954,0.8381,14122,61,11,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"39","BV+F35","NI","Plant3_NI_BV+F35_Part2",3,"Davide","1696954212","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-146","Smooth Off Area Off LWRatio Off","Off",0.000931,963.8832,0,27.527,0,86.4787,0,0.2856,0,1035320.335,0,0.617,0,0,6151,7231,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",963.5444,852.7101,81.5176,17.2258,4.1434,1.8406,2.1105,1.3915,1.2358,1.0414,0.3277,75.868,41.999,17.3462,6.3675,2.2405,1.3659,1.808,1.4482,1.413,1.3446,0.5353,24.1495,13.3687,5.5215,2.0268,0.7132,0.4348,0.5755,0.461,0.4498,0.428,0.1704,1.4984,0.2461,0.3044,0.1897,0.097,0.0807,0.1236,0.1202,0.1287,0.1382,0.0697,6128,21,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"40","BV+F35","NI","Plant4_NI_BV+F35_Part1",4,"Davide","1696954794","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.000931,2512.8732,0,92.208,0,289.6799,0,0.3669,0,2699111.9526,0,2.657,0,0,13576,21593,2724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2511.4278,2083.5274,305.1223,54.4723,36.2639,10.9186,4.1181,5.5845,3.3081,1.5853,6.5274,255.264,110.4533,65.9981,20.731,19.9212,7.5035,3.5221,5.687,3.9089,2.1665,15.3724,81.2531,35.1584,21.0079,6.5989,6.3411,2.3884,1.1211,1.8102,1.2443,0.6896,4.8932,8.5286,0.6943,1.1785,0.6373,0.8769,0.4124,0.2402,0.4618,0.3682,0.2357,3.4234,13506,54,9,5,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"41","BV+F35","NI","Plant4_NI_BV+F35_Part2",4,"Davide","1696955110","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.000931,1598.0043,0,58.874,0,184.958,0,0.3684,0,1716438.5285,0,1.704,0,0,8847,12800,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1597.3105,1315.8614,172.197,68.8299,25.227,4.1428,5.4952,0.3409,0.9436,1.5213,2.7515,164.1426,71.6333,36.8355,26.6917,13.343,2.8888,4.6924,0.3414,1.1171,2.0863,4.5132,52.2482,22.8016,11.7251,8.4962,4.2472,0.9195,1.4936,0.1087,0.3556,0.6641,1.4366,3.946,0.4581,0.6523,0.8344,0.5649,0.1609,0.3195,0.0273,0.1054,0.2279,0.5954,8809,25,7,3,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA
"42","BV+F35","NI","Plant5_NI_BV+F35_Part1",5,"Davide","1696955530","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-151","Smooth Off Area Off LWRatio Off","Off",0.000931,1921.9064,0,69.7626,0,219.1655,0,0.363,0,2064346.3155,0,1.989,0,0,11257,15431,1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1920.9024,1638.8622,178.7421,57.7815,15.6579,6.649,7.2449,3.3674,2.0063,0.8899,9.7013,194.3212,88.2477,38.9764,22.3844,8.3554,4.5837,6.216,3.3564,2.3433,1.1878,18.67,61.8544,28.0901,12.4066,7.1252,2.6596,1.459,1.9786,1.0684,0.7459,0.3781,5.9429,6.5161,0.5428,0.7021,0.6983,0.3573,0.2522,0.4254,0.2667,0.2181,0.1264,2.9268,11169,79,6,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"43","BV+F35","NI","Plant5_NI_BV+F35_Part2",5,"Davide","1696955949","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-149","Smooth Off Area Off LWRatio Off","Off",0.000931,1206.5145,0,39.3084,0,123.4909,0,0.3258,0,1295933.9649,0,1.006,0,0,7605,10538,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1205.7356,1050.6102,100.4764,36.0479,10.0868,2.9559,2.5779,0.4725,0.4375,0.3136,1.7569,106.2065,54.9037,21.1485,14.1537,5.3745,2.0472,2.2,0.4965,0.4989,0.416,4.9673,33.8066,17.4764,6.7318,4.5053,1.7108,0.6517,0.7003,0.1581,0.1588,0.1324,1.5812,2.9741,0.3452,0.3683,0.4484,0.2297,0.1132,0.1497,0.0416,0.0453,0.0439,1.1888,7552,44,6,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"44","BV+F35","NI","Plant6_NI_BV+F35_Part1",6,"Davide","1696956315","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-151","Smooth Off Area Off LWRatio Off","Off",0.000931,1858.5768,0,61.6687,0,193.7379,0,0.3318,0,1996323.1433,0,1.607,0,0,11973,15421,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1857.3073,1556.5678,215.6587,58.3755,16.0837,3.5309,1.6168,0.6149,1.506,0.7373,2.6158,169.9312,79.8933,47.3399,22.1923,8.6255,2.4242,1.3775,0.6388,1.8038,1.0122,4.6237,54.0908,25.4308,15.0688,7.064,2.7456,0.7717,0.4385,0.2033,0.5742,0.3222,1.4718,3.6135,0.4781,0.8576,0.6803,0.3706,0.1329,0.0937,0.0529,0.1721,0.1106,0.6646,11882,79,8,2,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"45","BV+F35","NI","Plant6_NI_BV+F35_Part2",6,"Davide","1696956647","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-148","Smooth Off Area Off LWRatio Off","Off",0.000931,1285.7519,0,35.2736,0,110.8152,0,0.2743,0,1381043.9445,0,0.76,0,0,9061,10881,1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1284.7188,1141.3512,97.6419,28.7448,10.4737,2.8101,1.584,0.5441,0,0.1454,1.4236,97.4806,52.8809,21.3933,10.9791,5.6261,1.9345,1.3532,0.5752,0,0.2215,2.5168,31.029,16.8325,6.8097,3.4948,1.7908,0.6158,0.4307,0.1831,0,0.0705,0.8011,1.8902,0.2947,0.3867,0.3382,0.242,0.1064,0.0922,0.0484,0,0.0212,0.3604,9024,29,5,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"46","Control","AB1","Plant1_AB1_Control",1,"Davide","1673438823","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.000931,1869.6568,0,86.827,0,272.7752,0,0.4644,0,2008224.2524,0,3.167,0,0,8394,13392,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1869.0877,1440.511,281.2254,75.9872,26.1317,12.5988,7.3873,3.8435,3.9013,4.8408,12.6606,244.0887,86.0364,61.6539,28.6704,13.9381,8.8524,6.2608,4.0073,4.595,6.3312,23.7431,77.6959,27.3862,19.625,9.1261,4.4366,2.8178,1.9929,1.2756,1.4626,2.0153,7.5577,9.1674,0.5705,1.1152,0.8724,0.5955,0.4972,0.4233,0.333,0.4313,0.6596,3.6695,8258,104,23,5,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"47","Control","AB1","Plant2_AB1_Control",2,"Davide","1673439475","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,1037.3723,0,44.9416,0,141.1881,0,0.4332,0,1114255.9606,0,1.529,0,0,4876,5851,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1037.1815,802.1676,158.8058,43.8881,12.9127,6.3262,4.1192,1.7958,3.0743,1.9077,2.184,127.7869,49.0439,35.202,16.651,6.9869,4.3094,3.5443,1.8705,3.6274,2.5636,3.9877,40.6758,15.6112,11.2051,5.3002,2.224,1.3717,1.1282,0.5954,1.1546,0.816,1.2693,3.6281,0.3276,0.6456,0.5097,0.3029,0.2345,0.2434,0.1554,0.341,0.2744,0.5937,4814,42,12,5,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"48","Control","AB1","Plant3_AB1_Control",3,"Davide","1673440544","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.000931,2107.8231,0,85.13,0,267.4437,0,0.4039,0,2264042.0092,0,2.7,0,0,10366,14151,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2107.3291,1689.9195,271.1991,87.4835,28.1713,10.8221,6.1827,4.3951,1.7952,1.6388,5.7218,240.2884,98.1435,59.4831,33.0714,15.1673,7.5143,5.3928,4.524,2.0799,2.2248,12.6872,76.4862,31.2401,18.9341,10.527,4.8279,2.3919,1.7166,1.44,0.6621,0.7082,4.0385,7.3654,0.6356,1.0781,1.0084,0.6543,0.4167,0.3754,0.3713,0.1922,0.2405,2.3928,10297,54,7,4,2,0,0,1,0,1,NA,NA,NA,NA,NA,NA
