"","treatment","inoculum","Sample Id","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...54","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...119","Background","GrpName...121","Root","GrpName...123","NotUsed"
"87","F35","NI","Plant5_NI_F35_Part2",5,"Davide","1694366281","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-152","Smooth Off Area Off LWRatio Off","Off",0.000931,2490.3402,0,83.4912,0,262.2952,0,0.3353,0,2674908.9013,0,2.198,0,0,13445,23913,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2489.0799,2136.4028,224.3348,77.0024,22.8138,5.4671,3.8368,5.5888,2.3709,1.8271,9.4355,233.7997,104.4124,50.2426,29.0702,12.0352,3.8111,3.3519,5.7694,2.7635,2.522,19.8214,74.4207,33.2355,15.9927,9.2533,3.8309,1.2131,1.0669,1.8365,0.8797,0.8028,6.3094,8.118,0.618,0.9317,0.885,0.5089,0.2122,0.2337,0.4749,0.2566,0.2774,3.7195,13393,38,8,2,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"88","F35","NI","Plant6_NI_F35_Part1",6,"Davide","1694366853","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-155","Smooth Off Area Off LWRatio Off","Off",0.000931,1854.8506,0,60.1586,0,188.9937,0,0.3243,0,1992320.6878,0,1.532,0,0,9555,15068,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1854.208,1565.7957,220.7927,41.7378,11.7605,4.756,2.972,1.7595,1.1839,0.9041,2.5458,168.0878,82.0387,48.7323,15.8484,6.3007,3.3929,2.623,1.778,1.3836,1.1888,4.8015,53.504,26.1137,15.512,5.0447,2.0056,1.08,0.8349,0.566,0.4404,0.3784,1.5284,3.6712,0.5117,0.8895,0.4857,0.2706,0.1931,0.1848,0.1432,0.1289,0.1247,0.7392,9519,25,5,3,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA
"89","F35","NI","Plant6_NI_F35_Part2",6,"Davide","1694367279","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-144","Smooth Off Area Off LWRatio Off","Off",0.000931,2066.3257,0,64.3927,0,202.2956,0,0.3116,0,2219469.0208,0,1.576,0,0,11380,15591,2282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2065.3485,1785.6115,191.787,49.9515,14.5303,8.7213,3.7571,1.2828,1.7161,3.374,4.617,182.5206,87.8174,42.2784,19.0581,7.6937,6.1433,3.1888,1.304,2.0271,4.4792,8.5306,58.0981,27.9531,13.4576,6.0664,2.449,1.9555,1.015,0.4151,0.6452,1.4258,2.7154,4.8395,0.5117,0.7684,0.5867,0.3265,0.3461,0.216,0.1057,0.1909,0.4737,1.3139,11340,32,4,1,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"90","Kalex","AB1","Plant1_AB1_Kalex",1,"Davide","26/10/2023 23:46:53","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,922.2247,0,51.655,0,162.2791,0,0.5601,0,990574.3354,0,2.272,0,0,4329,5042,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",921.8455,678.2655,145.2924,42.0014,21.0031,11.8637,5.9644,6.0759,3.7988,1.0557,6.5245,143.3336,42.2387,32.2291,16.0507,11.0689,8.4677,5.1525,6.1827,4.4248,1.3881,16.1304,45.6245,13.445,10.2588,5.1091,3.5233,2.6953,1.6401,1.968,1.4085,0.4418,5.1345,7.2074,0.2892,0.5905,0.4945,0.4673,0.4826,0.3553,0.5015,0.4107,0.1456,3.4701,4237,63,16,8,1,2,1,0,1,0,NA,NA,NA,NA,NA,NA
"91","Kalex","AB1","Plant2_AB1_Kalex",2,"Davide","26/10/2023 23:55:06","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.000931,767.6489,0,44.5494,0,139.956,0,0.5803,0,824542.3373,0,2.031,0,0,3526,4630,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",767.4069,540.0334,138.2713,48.4011,9.5485,6.0769,4.1982,3.6862,6.3071,2.7995,8.0846,125.9687,32.0378,30.3048,18.3728,5.13,4.2119,3.5898,3.7178,7.3702,3.6876,17.5461,40.0971,10.198,9.6463,5.8482,1.6329,1.3407,1.1427,1.1834,2.346,1.1738,5.5851,6.584,0.2119,0.5496,0.5618,0.2208,0.2331,0.2448,0.2989,0.6863,0.3872,3.1897,3458,49,9,3,3,1,1,0,1,1,NA,NA,NA,NA,NA,NA
"92","Kalex","AB1","Plant3_AB1_Kalex",3,"Davide","27/10/2023 00:04:42","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.000931,1158.1188,0,63.4859,0,199.4468,0,0.5482,0,1243951.4461,0,2.733,0,0,4552,5846,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1157.6939,829.7568,187.962,69.1136,32.645,13.269,7.0052,4.8567,4.8842,2.7419,5.4593,180.7308,55.8274,41.4262,26.693,17.3789,9.281,6.0021,4.8688,5.7506,3.6194,9.8833,57.5284,17.7704,13.1864,8.4967,5.5319,2.9542,1.9105,1.5498,1.8305,1.1521,3.146,6.4505,0.4011,0.7553,0.8326,0.7411,0.5188,0.4106,0.389,0.5394,0.3809,1.4819,4457,69,14,7,1,2,1,1,0,0,NA,NA,NA,NA,NA,NA
"93","Kalex","AB1","Plant4_AB1_Kalex",4,"Davide","27/10/2023 00:12:57","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.000931,1373.8369,0,65.9379,0,207.1501,0,0.48,0,1475657.2146,0,2.486,0,0,4885,7908,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1373.5183,1058.696,195.9644,56.4698,27.5076,10.1786,8.7863,7.373,1.828,1.6559,5.0587,184.4994,68.8879,42.0712,21.6411,14.5637,7.1541,7.5414,7.3464,2.108,2.2175,10.9679,58.728,21.9277,13.3917,6.8886,4.6358,2.2772,2.4005,2.3384,0.671,0.7059,3.4912,6.4292,0.481,0.7456,0.6696,0.6174,0.4018,0.5165,0.5837,0.1936,0.2366,1.9834,4836,42,5,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"94","Kalex","AB1","Plant5_AB1_Kalex",5,"Davide","27/10/2023 00:21:05","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.000931,879.923,0,46.2314,0,145.2402,0,0.5254,0,945137.4773,0,1.908,0,0,4171,5105,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",879.5192,611.6548,173.7381,49.4527,19.8553,9.6542,4.5769,2.7702,0.8669,0.4745,6.4754,132.0954,37.3812,37.9875,18.3198,10.6457,6.7534,3.9387,2.82,1.0197,0.6314,12.5981,42.0473,11.8988,12.0918,5.8314,3.3886,2.1497,1.2537,0.8976,0.3246,0.201,4.0101,5.0244,0.26,0.6867,0.5473,0.4574,0.3774,0.2703,0.2289,0.0955,0.067,2.0339,4108,42,12,2,1,4,0,1,0,1,NA,NA,NA,NA,NA,NA
"95","Kalex","AB1","Plant6_AB1_Kalex",6,"Davide","27/10/2023 00:28:02","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,1332.8574,0,54.3303,0,170.6838,0,0.4076,0,1431640.5903,0,1.739,0,0,7271,10259,1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1332.006,1066.9501,180.6553,46.9097,13.0148,9.8889,3.3842,2.4642,1.5901,1.7762,5.3725,151.6898,61.5263,38.4745,17.5371,6.928,6.9721,2.8401,2.5795,1.8254,2.4105,10.5962,48.2844,19.5844,12.2468,5.5822,2.2052,2.2193,0.904,0.8211,0.5811,0.7673,3.3729,4.9132,0.4077,0.6779,0.5282,0.2954,0.3924,0.1901,0.2154,0.167,0.2606,1.7784,7161,84,15,5,3,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"96","Kalex","AB21","Plant1_AB21_Kalex",1,"Davide","17/10/2023 17:05:49","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.000931,2656.668,0,86.4448,0,271.5744,0,0.3254,0,2853563.9261,0,2.209,0,0,11074,20450,2721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2654.8351,2296.3549,287.0506,43.1124,13.7752,4.5736,2.3774,1.6472,1.4526,0.6225,3.8687,239.1116,138.2985,60.8622,16.25,7.4349,3.1588,2.0416,1.6686,1.707,0.8745,6.8155,76.1116,44.0218,19.373,5.1725,2.3666,1.0055,0.6499,0.5311,0.5434,0.2784,2.1694,4.4836,0.9155,1.0635,0.4937,0.3216,0.1743,0.1399,0.1347,0.1598,0.0976,0.9832,10990,71,8,3,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA
"97","Kalex","AB21","Plant2_AB21_Kalex",2,"Davide","17/10/2023 18:35:55","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.000931,1912.7609,0,63.4512,0,199.3377,0,0.3317,0,2054522.9429,0,1.653,0,0,8726,14261,2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1911.7233,1620.3962,219.2474,40.6753,13.1499,7.5547,2.7312,2.2009,2.9008,1.0772,1.7897,178.0768,91.434,46.3145,15.6555,7.0496,5.2889,2.3769,2.2818,3.3927,1.4669,2.816,56.6836,29.1044,14.7424,4.9833,2.244,1.6835,0.7566,0.7263,1.0799,0.4669,0.8964,3.6737,0.5949,0.8099,0.4862,0.3032,0.2959,0.1651,0.1886,0.3161,0.1591,0.3547,8662,53,4,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"98","Kalex","AB21","Plant3_AB21_Kalex",3,"Davide","17/10/2023 18:48:00","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-147","Smooth Off Area Off LWRatio Off","Off",0.000931,2211.6274,0,65.6864,0,206.3599,0,0.297,0,2375539.6782,0,1.532,0,0,10873,17706,2113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2210.6304,1966.0734,177.7805,41.7823,12.642,6.2121,1.6398,2.1129,1.5623,0.0581,0.7669,180.9424,110.2026,37.3302,15.6116,6.8661,4.3026,1.3744,2.1609,1.8224,0.0898,1.1818,57.5958,35.0786,11.8826,4.9693,2.1855,1.3696,0.4375,0.6878,0.5801,0.0286,0.3762,2.9539,0.7066,0.6472,0.4699,0.2989,0.2377,0.092,0.1761,0.1694,0.0109,0.1452,10797,64,8,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"99","Kalex","AB21","Plant4_AB21_Kalex_Part1",4,"Davide","17/10/2023 18:59:08","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-144","Smooth Off Area Off LWRatio Off","Off",0.000931,1992.1205,0,69.2944,0,217.6949,0,0.3478,0,2139764.2699,0,1.893,0,0,8556,15190,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1991.1531,1659.3321,246.6729,45.7967,17.8414,13.0491,3.2462,3.9598,0.6133,0.3964,0.245,193.1374,95.7747,53.1902,16.9538,9.6612,9.1292,2.7928,3.9793,0.7203,0.5315,0.4044,61.4775,30.486,16.931,5.3966,3.0753,2.9059,0.889,1.2667,0.2293,0.1692,0.1287,3.6903,0.6183,0.9491,0.5058,0.419,0.51,0.1918,0.3186,0.0675,0.0568,0.0534,8478,71,5,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"100","Kalex","AB21","Plant4_AB21_Kalex_Part2",4,"Davide","17/10/2023 19:07:13","ScannerOrCamera",NA,1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,1357.1702,0,55.1453,0,173.2442,0,0.4063,0,1457755.3446,0,1.76,0,0,5961,10940,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1356.6499,1105.5685,163.2435,45.6987,17.6333,10.7848,4.5729,2.4426,1.749,0.7891,4.1677,154.595,66.9261,35.4076,17.6202,9.6511,7.5509,3.8554,2.5425,2.0432,1.0597,7.9384,49.2091,21.3032,11.2706,5.6087,3.072,2.4035,1.2272,0.8093,0.6504,0.3373,2.5269,4.4668,0.4438,0.6357,0.5486,0.4242,0.4223,0.2592,0.2109,0.1903,0.1134,1.2185,5913,40,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"101","Kalex","AB21","Plant5_AB21_Kalex_Part1",5,"Davide","19/10/2023 11:33:03","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.000931,1243.6318,0,45.9975,0,144.5056,0,0.3699,0,1335802.1892,0,1.336,0,0,5985,8999,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1242.817,992.7158,186.518,40.5482,12.4988,2.593,1.9955,4.7056,1.2422,0,0,130.6416,57.6607,41.3538,15.2261,6.6598,1.8204,1.7365,4.7445,1.4399,0,0,41.5845,18.354,13.1633,4.8466,2.1199,0.5794,0.5527,1.5102,0.4583,0,0,2.6209,0.3805,0.7578,0.4613,0.2846,0.1021,0.1207,0.381,0.1329,0,0,5932,39,10,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"102","Kalex","AB21","Plant5_AB21_Kalex_Part2",5,"Davide","19/10/2023 11:44:50","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.000931,1916.2942,0,76.8667,0,241.4838,0,0.4011,0,2058318.2058,0,2.422,0,0,8223,13767,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1915.4984,1548.8327,258.8698,50.3411,21.2277,15.5634,7.5892,1.5051,4.9567,1.6433,4.9693,217.1253,94.2761,55.7513,19.1546,11.438,10.9208,6.3904,1.5335,5.8558,2.1752,9.6294,69.1131,30.009,17.7462,6.0971,3.6408,3.4762,2.0341,0.4881,1.864,0.6924,3.0651,6.1818,0.6388,0.9918,0.588,0.4941,0.6126,0.4294,0.1246,0.5511,0.2294,1.522,8141,66,11,1,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"103","Kalex","AB21","Plant6_AB21_Kalex",6,"Davide","19/10/2023 11:52:41","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.000931,1128.8548,0,44.2322,0,138.9596,0,0.3918,0,1212518.5437,0,1.361,0,0,4620,7733,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1128.4886,899.03,168.7884,38.1732,7.3954,4.9781,3.3574,2.8054,1.7187,0.5351,1.707,124.2441,54.5115,36.3591,14.5026,3.9839,3.5826,2.8427,2.8458,1.9794,0.6995,2.9369,39.5481,17.3516,11.5735,4.6163,1.2681,1.1404,0.9049,0.9059,0.6301,0.2226,0.9348,2.9276,0.3641,0.6476,0.4442,0.1721,0.2058,0.1921,0.2302,0.1816,0.0729,0.4171,4572,41,2,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"104","Kalex","NI","Plant1_NI_Kalex_Part1",1,"Davide","1686406670","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-150","Smooth Off Area Off LWRatio Off","Off",0.000931,2146.5613,0,61.0838,0,191.9005,0,0.2846,0,2305651.234,0,1.365,0,0,12635,25584,4015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2145.2453,1887.683,174.858,43.3005,19.6029,12.2162,4.8389,1.5331,0.3864,0.4683,0.358,168.7684,87.7933,38.2126,16.1154,10.6719,8.535,4.0994,1.5971,0.438,0.6307,0.6748,53.7206,27.9455,12.1635,5.1297,3.397,2.7168,1.3049,0.5084,0.1394,0.2008,0.2148,3.2343,0.5002,0.6905,0.4834,0.4651,0.4764,0.277,0.1327,0.0395,0.0677,0.1018,12585,41,4,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"105","Kalex","NI","Plant1_NI_Kalex_Part2",1,"Davide","1686407367","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.000931,2254.4286,0,64.5684,0,202.8475,0,0.2864,0,2421512.9442,0,1.452,0,0,13709,27315,4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2252.8621,1991.0658,177.1544,50.1981,9.3025,7.2165,5.6889,5.8897,2.9643,2.2818,1.1,178.3383,92.3385,37.7665,19.0941,5.0277,5.0412,4.8494,5.9967,3.4753,3.0611,1.6877,56.7668,29.3923,12.0214,6.0778,1.6004,1.6047,1.5436,1.9088,1.1062,0.9744,0.5372,3.9511,0.528,0.6653,0.5836,0.2177,0.2814,0.3299,0.4867,0.3246,0.3272,0.2067,13653,49,3,0,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA
